,ci,lum,tem,logl
21023,0.298,38.0189396320561,-10315.18624641834,3.6380844469305917
21024,1.125,30.2551980387231,-4721.311475409836,3.409668005705584
21025,0.14,30.9884604201206,-13333.333333333332,3.433614890672721
21026,0.682,1.31461928821608,-6654.343807763401,0.2735471090476888
21027,,11.9563879998812,,2.4812656962103823
21028,0.64,1.03466557584244,-6923.076923076923,0.034078259376314514
21029,1.542,4207266.28384446,-3707.518022657054,15.252323655992564
21030,0.708,0.614327561270521,-6498.194945848375,-0.48722700567754007
21031,1.725,75.439708219799,-3388.235294117647,4.32333377060562
21032,1.203,72.7109803159661,-4491.578290704928,4.286492409117716
21033,0.355,218.977755509858,-9536.423841059603,5.3889701516432655
21034,1.172,6.25172692775686,-4580.152671755725,1.8328577340232608
21035,,0.00821107464085087,,-4.8022714699483835
21036,0.225,8.16582371358592,-11520.0,2.099957604810569
21037,1.17,0.00127291674619356,-4585.987261146497,-6.666444361236361
21038,1.1,0.38618908944899,-4800.0,-0.9514281604251391
21039,0.502,5.07691625888249,-7982.261640798226,1.6247040416165988
21040,0.665,1.01859138805412,-6760.56338028169,0.018420680743955357
21041,1.51,0.0452064079648501,-3769.633507853403,-3.096516433058394
21042,0.54,1.56314764264095,-7659.574468085106,0.4467015080408423
21043,1.703,61.7163168455584,-3423.680456490727,4.12254835049654
21044,0.463,6.84226672765951,-8342.989571263037,1.9231190696686264
21045,0.879,78.9223484789973,-5629.397967161845,4.368464438428304
21046,0.931,2466039.33723434,-5409.46656649136,14.71812391441794
21047,1.279,423.83810577435,-4288.266825491364,6.049351556313956
21048,0.734,0.671119719698421,-6349.20634920635,-0.3988077381065689
21049,0.518,5.40505353708669,-7843.137254901961,1.687334356146037
21050,1.472,52.3841619027791,-3846.153846153846,3.9586042918753637
21051,1.021,68.8018316143038,-5066.854327938073,4.231230366885858
21052,0.803,0.418022828954033,-5985.037406483791,-0.8722192332261435
21053,0.275,31.8859969338639,-10666.666666666666,3.462166945825848
21054,0.768,1.05196187382322,-6164.383561643835,0.050656872045866184
21055,0.213,20.3985830026856,-11745.513866231648,3.0154654377850014
21056,0.703,5.30640019194775,-6527.651858567543,1.6689136754020848
21057,0.009,374.973002245483,-17603.911980440098,5.926854029366672
21058,1.008,19.9159028905761,-5113.636363636364,2.991518552817863
21059,0.086,35.0913438358552,-14814.814814814816,3.5579544856943977
21060,1.133,11.5133047415582,-4696.673189823875,2.4435033006852835
21061,0.54,1.84501541917947,-7659.574468085106,0.6124876347364142
